id,vehicle.age,vehicle.value,body,seats,drive,mpg,length,height,hp,engine.size,cylinders,fuel
dMhSeB,12,3665,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
NSGRgT,6,6892,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
wYAhCU,15,2268,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
frlHpw,13,2499,suv,5,FWD,31,165,63,147,2,4,gasoline
BVLmEO,13,6746,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
dJMaLi,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
fkJrcN,4,28474,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
TKIQgU,8,6951,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
lFgRi0,1,22156,suv,5,FWD,30,171,65,137,1.2,3,gasoline
wIVcRJ,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
GY3lyS,6,8424,suv,5,AWD,25,161,65,166,2,4,gasoline
oDOQ0b,17,2635,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
AWJXN3,15,2177,suv,5,FWD,28,180,63,158,2,4,gasoline
NoxiFb,19,1052,suv,5,AWD,25,161,65,166,2,4,gasoline
aBLjSz,18,2582,sedan,5,AWD,41,187,56,174,2,4,diesel
OgaYNa,8,8063,suv,5,AWD,42,176,63,131,2,4,diesel
11YwlX,18,3087,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
wpTZ3M,16,3092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
4CMMbA,6,6509,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
kaGWnk,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
QUsSEG,27,346,suv,5,FWD,30,171,65,137,1.2,3,gasoline
Ro4KvX,8,6951,suv,5,AWD,29,176,63,152,2,4,gasoline
EXSAxA,8,11121,sedan,5,FWD,25,195,56,272,2,4,gasoline
TxrdOR,11,3441,suv,5,FWD,31,165,63,147,2,4,gasoline
iCy2Jz,11,3097,sedan,5,FWD,31,179,58,160,2,4,flex
fLBFNn,1,46868,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
vAQ0ms,10,8076,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
Bjdmj1,9,5923,sedan,5,FWD,51,183,57,146,2,4,diesel
qrvYaT,8,5839,sedan,5,FWD,37,184,56,147,2,4,gasoline
UoOSZK,19,1052,suv,5,AWD,25,161,65,166,2,4,gasoline
qMbfak,7,4568,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
fr1vAP,8,5561,suv,5,FWD,31,165,63,147,2,4,gasoline
YhDOyH,16,1546,suv,5,FWD,33,169,63,122,1.6,4,gasoline
MDfHVp,3,13613,suv,5,AWD,25,161,65,166,2,4,gasoline
X2v4Nv,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
cUnlPj,17,1647,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
EXEFhN,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
joxdpZ,17,1515,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
wpMGCi,22,592,suv,5,FWD,31,165,63,147,2,4,gasoline
N10ORX,12,3665,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
Pytsie,10,2827,sesan,5,FWD,31,174,58,120,1.6,4,gasoline
WYfSmq,7,25776,suv,8,RWD,19,210,76,440,3.5,6,gasoline
Ghqohp,16,1855,suv,5,FWD,28,180,63,158,2,4,gasoline
KQMyX3,12,3372,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
GX1qCT,2,15975,suv,5,AWD,25,161,65,166,2,4,gasoline
S0CrGy,16,2087,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
visWTC,5,12132,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
gqTYEC,26,687,suv,5,AWD,33,189,68,216,2,4,diesel
j2xlea,14,1703,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
YyiHip,6,6892,sesan,5,fwd,31,179,58,160,2,4,flex
PdwrgH,5,13031,sedan,5,FWD,46,193,57,165,2.5,4,diesel
l3AjnA,24,580,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
eTcfXb,20,2242,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
STVbPi,7,6852,sedan,5,FWD,37,184,56,147,2,4,gasoline
Z4fyuU,17,2635,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
RksLAb,6,5361,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
wheSSW,25,256,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
a0XBtT,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
adgvUD,19,957,suv,5,FWD,33,169,63,122,1.6,4,gasoline
aEvgN1,13,2249,sedan,5,FWD,31,179,58,160,2,4,flex
EyCESN,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
UYf2Kc,5,9436,sedan,5,FWD,37,184,56,147,2,4,gasoline
2fsyiJ,20,2242,suv,8,RWD,20,210,77,380,3.5,6,gasoline
vvzlvi,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
x0ZySY,9,5686,suv,5,FWD,28,180,63,158,2,4,gasoline
BwOiFB,16,1623,sedan,5,FWD,37,184,56,147,2,NA,gasoline
zHlSSu,3,16088,sedan,5,FWD,45,184,57,165,2.5,4,diesel
WxhQDz,18,1235,suv,5,AWD,25,161,65,166,2,4,gasoline
lMFC1z,10,10902,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
F4VTby,4,13182,suv,5,AWD,29,176,63,152,2,4,gasoline
zbFAxp,15,1996,sedan,5,FWD,35,183,57,169,2,4,gasoline
KozZrJ,12,4252,sedan,5,FWD,43,194,58,138,1.5,4,diesel
uoC4D2,19,957,suv,5,FWD,31,165,63,147,2,4,gasoline
nCwCs4,19,1052,sedan,5,FWD,35,183,57,169,2,4,gasoline
3tfidM,23,1009,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
gu2Kco,10,4846,sedan,5,FWD,53,184,56,127,2,4,diesel
IftUge,17,3623,suv,8,RWD,20,210,77,380,3.5,6,gasoline
vDqOgP,5,10335,suv,5,FWD,48,169,63,105,1.6,4,diesel
mJfAUB,0,63000,suv,8,RWD,31,208,77,287,6,8,diesel
tGfKIN,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
F1xS2Y,3,13613,sedan,5,FWD,35,183,57,169,2,4,gasoline
lmcrmt,10,4644,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
IvEJnv,28,283,suv,5,AWD,29,176,63,152,2,4,gasoline
rSX2Np,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
loEpIO,21,868,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
ralqwO,16,4406,sedan,5,AWD,27,194,57,261,2,4,gasoline/hybrid
KTcXeG,23,555,sedan,5,FWD,35,183,57,169,2,4,gasoline
alDhfn,3,13613,suv,5,AWD,25,161,65,166,2,4,gasoline
0wXsIx,18,1291,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
GlXd1N,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
jPkDvU,7,8157,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
RC14sS,11,3097,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
0tfzPY,19,861,sedan,5,FWD,31,179,58,160,2,4,flex
kTUxOP,19,1818,suv,5,AWD,23,189,68,250,2,4,gasoline
kxlgwJ,5,10784,suv,5,FWD,28,180,63,158,2,4,gasoline
oyQRmZ,11,4301,suv,5,AWD,29,176,63,152,2,4,gasoline
mvuSzf,7,8157,suv,5,AWD,29,176,63,152,2,4,gasoline
RRuxHg,7,5873,sedan,5,FWD,31,179,58,160,2,4,flex
mxToQe,29,174,sedan,5,FWD,49,164,60,95,1.6,4,diesel
Kt3pbt,6,11104,sedan,5,FWD,43,194,58,138,1.5,4,diesel
vXjMaJ,3,12376,suv,5,FWD,33,169,63,122,1.6,4,gasoline
CEAm42,24,1182,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
sl2wTd,1,67319,suv,8,RWD,19,210,76,440,3.5,6,gasoline
hzjzvN,7,8157,suv,5,AWD,36,161,65,143,2,4,diesel
uPfchL,6,6892,sedan,5,FWD,31,179,58,160,2,4,flex
LH4z0p,6,16847,suv,5,AWD,33,189,68,216,2,4,diesel
Zmpczd,5,11233,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
tmjRXL,5,7189,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
semqOx,3,9901,sedan,5,FWD,45,174,58,103,1.6,4,diesel
OWCihZ,10,4038,suv,5,FWD,33,169,63,122,1.6,4,gasoline
UfYCKL,10,4644,suv,5,FWD,45,165,63,127,2,4,diesel
Dn3Wcz,0,17000,sesan,NA,fwd,36,173,57,120,1.6,4,gasoline
mAQDxA,1,46016,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
PuCJqA,9,5449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
BtlyBx,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
OdTsL2,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
kx1lH3,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
fcCSLk,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
UCajFE,16,2010,sedan,5,FWD,45,184,57,165,2.5,4,diesel
i1dtqY,7,7178,sedan,5,FWD,35,183,57,169,2,4,gasoline
oZsCFk,2,18154,sedan,5,FWD,51,183,57,146,2,4,diesel
hNO4YF,14,2129,sub,5,fwd,33,169,63,122,1.6,4,NA
FV1GyP,22,1628,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
AUjuyB,12,3665,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
Nh2YVw,14,4258,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
WLTlaa,3,34033,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
awu1li,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
vibAE3,5,10335,suv,5,FWD,48,169,63,105,1.6,4,diesel
k3FdKW,4,20037,suv,5,AWD,23,189,68,250,2,4,gasoline
TJYUSj,7,15009,suv,8,AWD,36,202,69,242,3.3,6,diesel
RSNaVY,19,1005,sedan,5,FWD,37,184,56,147,2,4,gasoline
BmKUaV,16,1623,sedan,5,FWD,37,184,56,147,2,4,gasoline
xkdCbn,15,4173,sedan,5,AWD,41,187,56,174,2,4,diesel
dKFKkb,19,1052,suv,5,AWD,25,161,65,166,2,4,gasoline
Kd2xtc,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
gusUKy,11,4989,sedan,5,FWD,43,194,58,138,1.5,4,diesel
bsBe1b,13,2249,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
ZZHk3h,13,2748,sedan,5,FWD,35,183,57,169,2,4,gasoline
qKLzO0,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
aLldaA,22,710,suv,5,FWD,28,180,63,158,2,4,gasoline
X4ystL,0,40000,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
ys2gLW,6,8807,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
YsCfpN,8,7229,suv,5,FWD,30,171,65,137,1.2,3,gasoline
wSkyp3,12,5571,suv,5,AWD,23,189,68,250,2,4,gasoline
M1V34U,22,622,sedan,5,FWD,37,184,56,147,2,4,gasoline
nKuiDs,13,2499,suv,5,FWD,31,165,63,147,2,4,gasoline
Rg01Uh,15,2449,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
T0bzbj,11,4817,suv,5,FWD,41,180,63,136,2,4,diesel
eUKQdN,13,2499,suv,5,FWD,33,169,63,122,1.6,4,gasoline
qIawVJ,18,3480,suv,8,RWD,31,205,75,287,6,8,diesel
kDhKHQ,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
TFYDQR,5,13929,sedan,NA,fwd,46,196,57,166,1.5,4,diesel
0tKeoh,7,8157,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
bDsFtM,11,2925,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
eVbQOU,5,17075,suv,5,AWD,23,189,68,250,2,4,gasoline
V4MzWA,9,4265,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
V1YdNg,19,2153,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
hTyrf3,5,13480,suv,5,FWD,43,171,65,118,1.2,3,diesel
fzYpIi,13,11369,suv,8,RWD,28,210,76,381,3.5,6,diesel
zHtl4y,5,9885,suv,5,AWD,25,161,65,166,2,4,gasoline
FSYc4T,13,3498,suv,5,FWD,41,180,63,136,2,4,diesel
zIgrsu,6,8424,suv,5,AWD,25,161,65,166,2,4,gasoline
mBNIn3,17,1581,suv,5,FWD,28,180,63,158,2,4,gasoline
CXHDIo,15,3447,suv,5,AWD,23,189,68,250,2,4,gasoline
0tiGHX,8,15292,suv,8,RWD,20,210,77,380,3.5,6,gasoline
2rjtOb,NA,5864,sesan,5,awd,28,187,56,201,2,4,gasoline/hybrid
3mRI2V,22,1598,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
wcwbxA,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
xCLhfw,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
jxGoFv,4,16346,sedan,5,FWD,46,196,57,166,1.5,4,diesel
RQhQeQ,4,15291,suv,5,AWD,42,176,63,131,2,4,diesel
OThX0N,5,10784,suv,5,FWD,28,180,63,158,2,4,gasoline
lyMYNj,10,4846,suv,5,fwd,28,180,63,158,2,4,gasoline
pgSACu,12,5864,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
CmywQ3,13,4747,suv,5,AWD,23,189,68,250,2,4,gasoline
1KRrBH,18,3087,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
vui0eI,15,3629,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
mpjC4r,5,24264,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
jbsMQT,22,2338,suv,8,RWD,19,210,76,440,3.5,6,gasoline
F2Whkw,14,1490,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
WUeXSQ,2,19606,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
ayeBnV,9,4739,sedan,5,FWD,52,173,57,103,1.6,4,diesel
JRQHwN,23,731,sedan,5,FWD,46,193,57,165,2.5,4,diesel
MHLYnP,19,670,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
wSXpkM,24,537,suv,5,AWD,36,161,65,143,2,4,diesel
nOAcNQ,27,239,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
HYlXGO,20,1549,suv,5,AWD,23,189,68,250,2,4,gasoline
fUVuOQ,20,1019,suv,5,AWD,29,176,63,152,2,4,gasoline
RRgZ21,6,11104,sedan,5,AWD,43,191,59,157,2.5,4,diesel
YHvpHo,2,12345,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
Mdc3IF,6,8424,suv,5,AWD,25,161,65,166,2,4,gasoline
gf1cLH,5,11233,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
pAVOYA,9,5212,sedan,5,FWD,35,183,57,169,2,4,gasoline
tSdM0s,22,1628,sub,8,rwd,20,210,77,380,3.5,6,gasoline
noOVzH,27,186,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
IqiECx,18,1460,suv,5,FWD,30,171,65,137,1.2,3,gasoline
WrI1G1,17,1449,sedan,5,FWD,35,183,57,169,2,4,gasoline
ylHLsg,8,8341,suv,5,FWD,43,171,65,118,1.2,3,diesel
dAktqu,7,9462,suv,5,AWD,42,176,63,131,2,4,diesel
yBpNYa,2,39938,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
ZDYstX,20,815,suv,5,FWD,31,165,63,147,2,4,gasoline
Clzxip,4,8437,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
LoLkxT,19,1100,sesan,5,fwd,31,NA,57,191,2.5,4,gasoline
JrUjGw,19,1387,suv,5,AWD,42,176,63,131,2,4,diesel
nkgYKT,6,7658,suv,5,FWD,33,169,63,122,1.6,4,gasoline
0UQhua,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
UGxgIa,18,2245,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
lTecgb,19,2105,suv,5,AWD,33,189,68,216,2,4,diesel
NKZjig,7,20229,suv,8,RWD,31,205,75,287,6,8,diesel
ouUucN,10,3634,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
jtLHYh,24,1053,sedan,5,RWD,23,182,56,320,3,6,gasoline
Gitjt0,3,24751,sesan,5,FWD,25,195,56,272,2,4,gasoline
4yiPWa,16,1933,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
1UffOJ,27,532,suv,8,AWD,25,202,69,280,3.3,6,gasoline
OLeztX,25,1007,suv,8,RWD,20,210,77,380,3.5,6,gasoline
geUgxl,17,1383,sedan,5,FWD,37,184,56,147,2,4,gasoline
qkVPm1,4,29001,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
Nnvfds,16,6107,suv,8,RWD,19,210,76,440,3.5,6,gasoline
fosizf,18,1010,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
uv1nZJ,7,6526,suv,5,FWD,33,169,63,122,1.6,4,gasoline
abbLqt,20,571,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
XiEbCy,5,11233,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
iddt1A,18,1460,suv,5,FWD,30,171,65,137,1.2,3,gasoline
iSSzBT,9,4739,suv,5,FWD,33,169,63,122,1.6,4,gasoline
MEorKt,12,2639,sedan,5,FWD,31,179,58,160,2,4,flex
oOwb4n,6,6509,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
QOyPJO,23,555,suv,5,AWD,25,161,65,166,2,4,gasoline
YGLxpC,15,2087,suv,5,FWD,48,169,63,105,1.6,4,diesel
SpdCod,13,6871,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
0DcfHy,25,440,sedan,5,FWD,53,184,56,127,2,4,diesel
qmofFH,24,451,sedan,5,FWD,37,184,56,147,2,4,gasoline
gEZ0iq,10,3634,sedan,5,FWD,31,179,58,160,2,4,flex
x2joJp,15,2268,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
IKipID,26,624,suv,8,AWD,25,202,69,280,3.3,6,gasoline
zca3PD,23,1009,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
I12XlZ,11,3785,suv,5,AWD,25,161,65,166,2,4,gasoline
Pc0Q3T,22,1598,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
rto4LH,18,1123,suv,5,FWD,31,165,63,147,2,4,gasoline
wc3fvO,18,3087,suv,8,RWD,20,210,77,380,3.5,6,gasoline
RIH3Hu,12,3225,suv,5,AWD,25,161,65,166,2,4,gasoline
NtIAqK,9,4265,sedan,5,FWD,31,179,58,160,2,4,flex
FPyEkB,15,1814,suv,5,FWD,33,169,63,122,1.6,4,gasoline
Um0qvo,9,6160,suv,5,FWD,30,171,65,137,1.2,3,gasoline
vyVWfY,5,10784,sedan,5,FWD,53,184,56,127,2,4,diesel
cjmWOg,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
IEKpnz,8,6673,suv,5,FWD,28,180,63,158,2,4,gasoline
T0QIBl,18,1123,suv,5,FWD,31,165,63,147,2,4,gasoline
0tC3FT,11,4301,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
RJkYvI,10,4038,suv,5,FWD,31,165,63,147,2,4,gasoline
gNRgm4,26,624,suv,8,AWD,25,202,69,280,3.3,6,gasoline
0lSVVz,10,9287,suv,8,AWD,36,202,69,242,3.3,6,diesel
HhWKT1,3,15470,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
BfbjCU,22,651,sedan,5,FWD,35,183,57,169,2,4,gasoline
JIyTNq,6,9189,suv,5,FWD,28,180,63,158,2,4,gasoline
QwiTWX,6,9572,suv,5,AWD,29,176,63,152,2,4,gasoline
YeIYxQ,8,6117,sedan,5,FWD,35,183,57,169,2,4,gasoline
PPxojH,18,1123,suv,5,FWD,33,169,63,122,1.6,4,gasoline
FmUxga,25,293,sedan,5,FWD,45,174,58,103,1.6,4,diesel
nWpIKy,14,4258,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
s4y12D,11,8430,sedan,5,RWD,23,182,56,320,3,6,gasoline
OKFLMq,21,1389,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
RNrBT4,9,4739,suv,5,FWD,33,169,63,122,1.6,4,gasoline
TnfuWc,16,2319,suv,5,FWD,43,171,65,118,1.2,3,diesel
BrWG2d,13,2249,sedan,5,FWD,31,179,58,160,2,4,flex
TiVnkf,13,2624,sedan,5,FWD,37,184,56,147,2,4,gasoline
3drt2v,2,19606,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
CJQJfw,9,4975,sedan,5,FWD,52,161,60,112,1.5,4,diesel
lZeYNI,10,5047,suv,5,AWD,36,161,65,143,2,4,diesel
yjSTEl,12,3665,sedan,5,FWD,51,183,57,146,2,4,diesel
hu3LCg,6,30249,suv,8,RWD,19,210,76,440,3.5,6,gasoline
n1BcIg,10,15950,suv,8,RWD,19,210,76,440,3.5,6,gasoline
jimb3K,14,4045,suv,5,AWD,23,189,68,250,2,4,gasoline
ghLlv3,14,2661,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
CkEyzX,10,11104,sub,8,rwd,20,210,77,NA,3.5,6,gasoline
lCpCta,8,11121,sedan,5,FWD,25,195,56,272,2,4,gasoline
Y01gvt,14,2236,sedan,5,FWD,45,179,58,138,2,4,diesel
3eUZc3,24,516,suv,5,FWD,28,180,63,158,2,4,gasoline
tNmSTa,1,48572,sedan,5,AWD,27,194,57,261,2,4,gasoline/hybrid
SJfMlk,5,11233,sub,5,AWD,29,176,63,152,2,NA,gasoline
LWqcmU,5,10335,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
LnXys3,17,1581,suv,5,FWD,28,180,63,158,2,4,gasoline
btXatU,23,605,sesan,5,FWD,53,184,56,127,NA,4,diesel
GVp2MG,4,11600,suv,5,AWD,25,161,65,166,2,4,gasoline
kMMOYd,7,12399,suv,5,AWD,23,189,68,250,2,4,gasoline
XPnzXJ,13,1749,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
irgTpV,22,1865,suv,8,RWD,31,208,77,287,6,8,diesel
Ah34kf,19,1052,suv,5,AWD,25,161,65,166,2,4,gasoline
iFmPZF,7,7178,sedan,5,FWD,35,183,57,169,2,4,gasoline
oRscyA,11,6882,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
RiamfS,25,421,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
nGyQik,2,27594,suv,5,AWD,23,189,68,250,2,4,gasoline
Pz0sxf,13,2998,suv,5,FWD,28,180,63,158,2,4,gasoline
xmlY30,9,9003,suv,5,AWD,23,189,68,250,2,4,gasoline
hOLdCh,27,1210,suv,8,RWD,28,210,76,381,3.5,6,diesel
wSrokR,19,670,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
YMKNvM,5,9436,sedan,5,FWD,52,161,60,112,1.5,4,diesel
T3uGWX,11,6882,sedan,5,FWD,25,195,56,272,2,4,gasoline
YG31sA,21,903,sub,5,fwd,30,171,65,137,NA,3,gasoline
jXGQLW,11,3613,sedan,5,FWD,37,184,56,147,2,4,gasoline
XhLcFC,7,17945,suv,8,RWD,20,210,77,380,3.5,6,gasoline
jzUrNc,1,21304,suv,5,AWD,29,176,63,152,2,4,gasoline
YlyzdZ,10,8076,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
VDOMhK,2,15975,suv,5,AWD,25,161,65,166,2,4,gasoline
uMkrFU,14,1916,sedan,5,FWD,31,179,58,160,2,4,flex
w10sJV,20,652,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
jf2NXo,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
qwM3LV,9,9477,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
4yYUt0,3,12994,sedan,5,FWD,45,179,58,138,2,4,diesel
KiEHxi,8,7229,sedan,5,FWD,45,184,57,165,2.5,4,diesel
YGYQ4z,7,8157,suv,5,AWD,29,176,63,152,2,4,gasoline
tJj2Pq,10,4442,suv,5,AWD,25,161,65,166,2,4,gasoline
PL0fSc,16,1391,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
y1NKx4,3,12376,suv,5,FWD,31,165,63,147,2,4,gasoline
MjOkOB,22,681,sesan,5,fwd,31,184,NA,191,2.5,4,gasoline
pJEQn1,10,4644,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
1Ukuhu,8,5839,sedan,5,FWD,45,179,58,138,2,4,diesel
1smQks,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
eKCQMV,4,10546,suv,5,FWD,33,169,63,122,1.6,4,gasoline
yZGdkw,12,3225,sedan,5,FWD,35,183,57,169,2,4,gasoline
RJdkRg,6,6126,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
yUoHzA,6,9572,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
mAxVCB,6,9955,suv,5,FWD,30,171,65,137,1.2,3,gasoline
JWroHB,17,1317,suv,5,FWD,31,165,63,147,2,4,gasoline
tNiK0B,8,15292,suv,8,RWD,20,210,77,380,3.5,6,gasoline
2PJscn,21,1320,suv,5,AWD,23,189,68,250,2,4,gasoline
YEDyOe,9,4739,suv,5,FWD,33,169,63,122,1.6,4,gasoline
NDeqv2,13,2624,sedan,5,FWD,45,179,58,138,2,4,diesel
k44U3Q,25,733,sedan,5,FWD,25,195,56,272,2,4,gasoline
KOEo3z,6,8807,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
YrDIOo,NA,19770,suv,5,AWD,33,189,68,216,2,4,diesel
VSLjUG,7,15009,suv,8,AWD,36,202,69,242,3.3,6,diesel
SMRDvq,8,6951,suv,5,AWD,29,176,63,152,2,4,gasoline
qmsotg,5,7189,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
fjFIeb,8,15292,suv,8,RWD,20,210,77,380,3.5,6,gasoline
3Akel2,23,1009,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
OSWryH,25,476,suv,5,FWD,30,171,65,137,1.2,3,gasoline
NzswZK,2,16701,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
zLTkkq,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
RXTwDn,24,537,suv,5,AWD,29,176,63,152,2,4,gasoline
amaLdb,8,5561,suv,5,FWD,31,165,63,147,2,4,gasoline
xS0gH7,18,1516,sesan,5,fwd,32,196,57,192,1.5,4,gasoline
iGIFbn,8,11121,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
DQjwxr,10,10902,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
lYoOEl,5,13480,suv,5,FWD,43,171,65,118,1.2,3,diesel
VmNTPi,4,33219,suv,8,RWD,29,210,77,329,3.5,6,diesel
mTEnZN,12,2052,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
AMvRkU,11,4129,suv,5,FWD,28,180,63,158,2,4,gasoline
IRPdPf,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
4fApDD,6,8424,sedan,5,FWD,35,183,57,169,2,4,gasoline
Ig41IY,4,25837,sedan,5,RWD,23,182,56,320,3,6,gasoline
VLxbsv,20,978,suv,5,FWD,28,180,63,158,2,4,gasoline
zTBoHs,10,5249,suv,5,FWD,30,171,65,137,1.2,3,gasoline
