id,nb.rb,exposure,year
PtHsBC,RB,0.5,2020
f0daWS,RB,1,2022
heFVGl,RB,0.5,2020
xTTabL,NB,0.5,2021
RH1kXv,NB,1,2018
R4x3XF,RB,0.8333333333333334,2022
PmXTZ2,NB,1,2022
Fvqnbh,RB,0.5,2019
VwGKMW,RB,0.5,2021
xlyrFO,NB,1,2021
BpNPYN,RB,0.75,2021
wAtotd,NB,0.5,2022
Z0crNl,RB,0.75,2021
0ZYwQI,RB,1,2019
4LnFwg,RB,1,2018
VFKTbg,NB,1,2019
srLD4K,NB,1,2021
qZzSUL,RB,0.5,2022
lARqSj,RB,1,2022
bLJWRa,RB,0.5,2019
YfqWks,RB,0.5,2022
GgIobt,NB,1,2022
VN4sjm,RB,0.5,2019
Fsitza,RB,1,2022
YYMkFE,RB,1,2019
ALuGlc,RB,1,2020
YbiNHx,RB,1,2018
HZdGAu,RB,0.5,2021
bSO0ac,NB,1,2020
VHasPP,RB,1,2022
U4qYJl,RB,1,2020
whExFE,RB,1,2019
dhDdPf,RB,0.5,2022
AmqTqf,NB,1,2020
JegVzl,NB,0.5,2021
Xi1qSM,RB,0.5,2020
VHzKJw,RB,1,2018
asS34T,RB,1,2020
nGKObB,NB,1,2022
fAvMVG,RB,1,2020
euUofl,RB,0.5,2022
vdBEib,RB,0.5,2021
FaYeXZ,RB,1,2020
xB4GeF,RB,0.5,2019
V4cHIt,RB,0.5,2018
RyYK0G,RB,0.5,2018
FWaysI,RB,1,2018
QCXOAO,NB,0.5,2022
HoaFIQ,RB,1,2020
TemgGq,NB,1,2022
emFlLK,NB,0.5,2022
cOSgaL,RB,0.5,2019
GhMBpm,RB,0.5,2019
FSplmA,RB,1,2021
zKjQcW,RB,0.5,2019
JvC1qC,RB,1,2019
BOlJxF,RB,1,2020
qWkeMu,RB,1,2019
2psv3J,RB,1,2018
4RPJJl,RB,1,2019
aVH40T,RB,0.5,2020
IwGMiz,RB,0.5,2020
12fOZW,RB,0.5,2018
eescbf,RB,0.5,2021
s4Y4TD,NB,0.9166666666666666,2020
OKxlQD,RB,0.5,2021
DFNvWJ,RB,1,2020
kbtaKZ,RB,1,2019
XW2vvq,RB,1,2018
ch4hmt,RB,0.5,2020
kO2iQy,RB,1,2019
i14gWN,RB,1,2018
kbPEgV,RB,1,2022
BUgBZA,RB,1,2018
ohypFH,RB,1,2022
YrkhNY,NB,0.5,2021
JylYfE,RB,1,2022
dGImBp,RB,1,2020
FdPuqo,RB,0.16666666666666666,2020
GBPZnu,RB,1,2021
q3zVwd,RB,1,2022
z1OHYL,RB,0.5,2021
AA0vuG,RB,1,2022
1PndtM,NB,1,2018
eIWwNo,RB,0.16666666666666666,2018
JFghGm,NB,1,2018
ChaYlQ,RB,1,2020
tRFwKN,RB,1,2021
xXOgYb,NB,0.5,2019
Ut0RiK,NB,1,2021
QqdgYU,RB,0.5,2021
KBx4lU,RB,1,2018
PXAkjk,NB,1,2022
HVuiOU,NB,0.5833333333333334,2020
xynsBu,RB,1,2021
HOW2wc,NB,1,2019
oHfEml,RB,1,2022
Rtqhnb,RB,0.5,2022
zLZLyQ,RB,0.5,2020
kKFMzv,RB,0.5,2021
ZXCOvN,RB,1,2020
v1S3UP,RB,0.16666666666666666,2022
4ahC1v,RB,0.5,2021
yifkvm,RB,1,2020
rqOXNz,NB,1,2019
WrhDGx,RB,0.5,2020
STgTMt,NB,1,2019
gvHDQx,RB,0.5,2022
2rxZBf,RB,1,2021
bZ0bfL,RB,1,2018
Lv3tPn,RB,1,2019
HJqqMh,RB,0.5,2019
mVFzxe,RB,1,2022
ASgPbI,NB,1,2018
NMgaGX,RB,0.08333333333333333,2019
dbiOYM,NB,1,2020
3iMxta,RB,0.5,2018
QMZdYS,RB,0.5,2020
kkAKa2,RB,1,2020
G4fnlK,RB,1,2018
zrwqoW,RB,0.08333333333333333,2018
Ese2AC,RB,1,2022
TtcXek,RB,1,2019
feoH4e,RB,1,2022
NOuPDc,RB,0.5,2022
ctnAJQ,RB,1,2021
kNvvyF,RB,0.5,2019
xevuIS,RB,1,2020
0aiiHi,RB,1,2020
1TyyoX,RB,1,2018
xn0Ml4,RB,0.5,2020
uRaGGq,NB,1,2021
AdXJMf,RB,1,2021
hR1BhM,RB,1,2021
3EEDP1,NB,1,2019
UuAANL,RB,1,2021
1mJlqu,RB,1,2018
BUdZYk,RB,0.16666666666666666,2019
uGzFuf,NB,0.5,2018
CSTr3u,NB,0.16666666666666666,2021
lzbGyp,NB,0.5,2021
IXcyeJ,RB,1,2018
PY33JV,NB,1,2020
Dly2Jm,NB,1,2021
Qyl2JZ,RB,0.5,2018
QOjXgJ,NB,1,2021
k1f2Md,NB,1,2022
XaQfhw,RB,1,2021
tzMeUr,NB,0.6666666666666666,2022
XCqdyy,RB,0.5,2022
cZSoew,RB,1,2018
PuMxwU,NB,1,2021
oubFS1,RB,0.5,2020
KvUsYj,RB,0.5,2022
forQRP,NB,1,2021
x4OjYg,NB,0.5,2020
YoMEBk,RB,1,2022
cbCdjg,NB,0.5,2019
z0BZ2m,RB,0.3333333333333333,2022
YtxHEl,RB,1,2021
nHoGpn,RB,1,2022
YNsWHx,RB,1,2022
DEyEeJ,RB,1,2021
tqS04l,NB,1,2019
zSGsjd,NB,0.5,2021
LTHtUP,NB,0.5,2018
ZzreAy,NB,0.08333333333333333,2021
NamMzi,RB,0.5,2018
P0brgw,RB,1,2019
4eJNhd,RB,1,2021
QGffcO,NB,0.5,2022
edNgb1,RB,0.5,2020
iQeuTj,RB,1,2020
hcELcI,RB,1,2020
PEWEyP,NB,1,2022
zTRMZP,RB,1,2021
Obi2Ph,RB,1,2021
Th24CK,RB,1,2020
iLxQoE,RB,1,2021
2xjcYk,NB,1,2022
PlfJNh,RB,1,2020
oTSH1z,RB,1,2021
0xArBk,RB,0.5,2022
GypV2K,RB,1,2019
CUXzvh,RB,1,2019
DrGSoL,RB,0.5,2021
NMKCBz,NB,1,2019
n0SKxj,RB,0.5,2021
DtZIJw,RB,1,2019
e4squK,NB,0.5,2018
ZFPqsZ,RB,0.5,2019
uVS0Rq,RB,0.5,2019
0gdNQG,NB,1,2019
COWPYy,RB,1,2018
xrUuVQ,RB,1,2020
iTsYPn,NB,1,2018
xjRtGn,NB,0.5,2020
IiJnuh,RB,1,2018
uZ1YME,RB,0.25,2020
UIUi1e,RB,0.9166666666666666,2020
YXL0WG,RB,0.9166666666666666,2018
SJwUhW,RB,1,2018
TIx4Hj,RB,0.16666666666666666,2022
osyDxL,RB,1,2022
rtDs1W,RB,0.5,2019
Whlznv,RB,0.5,2021
dQN0hr,NB,1,2018
sbvHBm,RB,0.5,2019
up3Q2C,NB,1,2020
wxvNZb,RB,1,2019
nxEWaz,RB,1,2022
1KOHlT,NB,0.5,2019
vEdpAn,RB,1,2022
hU0jpk,NB,0.5,2020
PT2hbs,NB,1,2019
DUeKzw,RB,1,2022
N0pDPV,RB,0.75,2019
mAiuYV,NB,1,2019
YFCmML,NB,0.5,2022
isSYKK,RB,1,2019
TTfGKY,RB,1,2020
CmXHyI,RB,0.5,2021
QiJQDL,RB,1,2022
akWAbT,RB,0.5,2018
rKwUXB,RB,0.5,2022
GBNCfI,NB,1,2018
ZPRMK0,RB,0.5,2021
rVVgEH,NB,1,2018
1BJjhc,RB,1,2021
WcmIKE,NB,1,2018
bNbITF,NB,1,2021
NccAvI,RB,1,2021
ppyGGx,RB,1,2018
uTEEE2,RB,0.6666666666666666,2018
mNrpT3,RB,0.5,2022
KwjlYO,RB,1,2018
kbTlYZ,RB,1,2022
nuiPK3,RB,1,2021
MUIVWw,NB,0.5,2019
xncPSW,RB,0.4166666666666667,2022
etNtu2,RB,1,2018
GcktP3,RB,0.8333333333333334,2018
tyfqOF,RB,0.5,2022
ATuMkH,RB,1,2019
lSYgHc,NB,1,2020
X4gZcr,RB,1,2022
GLbM1L,RB,0.9166666666666666,2022
jMTUFc,RB,1,2022
oWrF4t,RB,1,2021
YCecx0,RB,1,2020
0RHHxC,NB,1,2022
PKEQ0x,NB,0.9166666666666666,2019
MQVWwv,NB,0.5833333333333334,2022
TuhqA2,NB,1,2021
eFSTWa,RB,1,2020
1rvjJu,RB,1,2019
oz1iYK,NB,1,2022
INMjuC,RB,0.5,2019
JRksjF,NB,1,2021
4YwrCt,RB,1,2022
pTdwkZ,NB,0.5,2019
E1ysOq,RB,0.5,2021
3gxaJa,RB,1,2021
yZFIOR,RB,1,2020
DC2nz0,NB,1,2019
aRLoe0,NB,1,2021
UXsHhe,RB,0.4166666666666667,2022
EA0suM,NB,1,2019
brGqTz,RB,1,2020
jIEM1G,RB,1,2022
3xDY1V,RB,1,2020
ONoFeO,NB,1,2018
g0YAZ4,RB,1,2018
lFyvip,RB,1,2019
F0fcdz,RB,1,2019
0vIgLG,RB,0.5,2021
HRPlYY,NB,1,2022
lOlSXz,RB,0.5,2019
cnxivU,NB,0.5833333333333334,2020
kXOach,RB,0.5,2019
ftk4ZM,RB,1,2022
ErGi3r,RB,0.5,2020
YfENpl,NB,0.5,2019
yqBEFG,RB,0.5,2022
WxVUuB,NB,1,2021
wZcheU,RB,0.6666666666666666,2020
WAuF2b,RB,1,2018
htUXQZ,RB,1,2020
syMoSD,RB,1,2022
QfXjl4,NB,0.5,2021
OoiBBc,RB,1,2021
pFRQDt,RB,0.5,2018
qZtZaD,RB,0.5,2021
iubVrk,NB,1,2020
QR4Eog,RB,0.08333333333333333,2018
rYxqPR,RB,0.5,2021
sWXyO0,RB,0.9166666666666666,2019
o21JtF,RB,0.5,2022
iejDQf,RB,0.5,2020
uAjtIC,NB,0.3333333333333333,2019
mbjOlv,NB,0.25,2020
hduVOy,RB,1,2021
TvVAgB,RB,0.25,2021
0pZQbx,NB,0.5,2019
r3cubO,NB,0.5,2022
0VFFmZ,NB,1,2018
01ciJo,RB,0.5,2022
Uoityg,RB,1,2019
c3VN0H,NB,1,2022
UxcSO2,RB,0.5833333333333334,2022
43iiaG,NB,1,2019
GWhcIH,RB,1,2021
qstUoM,RB,0.5,2022
bc1jLs,RB,1,2020
cVFb4I,RB,1,2019
afkXgv,RB,1,2022
d4XtnQ,RB,0.5,2019
sAqja2,RB,0.5,2020
ea3eEy,RB,0.5,2022
AHTaXS,RB,0.5,2022
nHkXOf,NB,0.16666666666666666,2018
UhgLvi,RB,0.9166666666666666,2021
BFtUuQ,NB,0.8333333333333334,2022
UOu2fr,NB,1,2021
1cdEXF,RB,1,2019
dxuRVo,RB,1,2022
YRxQYL,NB,1,2022
PzREl2,NB,0.5,2020
mlecSl,RB,1,2020
3WBhtw,NB,0.5,2022
zpcMnO,NB,0.5,2021
pRgY2o,RB,0.8333333333333334,2018
ZuX4Cd,RB,1,2021
f0OnZm,NB,1,2019
JKtQwT,RB,1,2018
hqNXgi,RB,0.08333333333333333,2022
nvAzI2,NB,0.5,2019
pWePOV,RB,0.5,2020
vQNljw,RB,1,2020
GBzSGb,RB,1,2020
ejEMHo,NB,1,2021
4Wajdf,NB,0.5,2022
CbqF0T,RB,1,2020
hSfS1s,RB,1,2018
dacVZL,NB,0.5,2019
EuDCl4,RB,1,2022
C43ZI3,NB,1,2022
3ZmoNO,RB,1,2021
OqCyIV,NB,1,2019
WG4LtH,RB,1,2020
PxbeJ3,RB,1,2019
YJa3KY,NB,0.5,2021
x0wRzd,RB,1,2021
uytOus,RB,1,2022
XoWoZV,RB,0.5,2020
LMxRiA,RB,1,2021
qbk3zZ,RB,1,2019
aQElNX,RB,1,2020
rsGmc2,NB,0.5,2022
QgVotj,RB,1,2019
JDYRWx,RB,1,2022
bVPjht,RB,0.5,2021
zRQtz2,RB,0.5,2019
UXkiRu,RB,0.5,2022
FnYBFX,RB,0.8333333333333334,2020
tNGOOh,RB,1,2022
fCNn4J,RB,1,2021
cndjsH,RB,0.5,2020
IovDed,RB,0.5,2019
IlUKNP,RB,0.5,2021
ysfKqf,NB,1,2019
F1tmqG,RB,1,2020
RJVPsO,RB,0.5,2020
YpEPfQ,RB,1,2020
JePT3u,RB,1,2022
aRPsqf,NB,1,2022
oWdwoV,RB,1,2020
0XfULX,NB,1,2019
dlgYjO,NB,0.5,2021
nIxeuw,RB,0.5,2020
urXknn,NB,1,2020
VSkcOY,RB,1,2021
wG2tbh,RB,1,2018
3G3nwk,RB,0.3333333333333333,2019
J0B3rZ,RB,1,2022
qhvGrv,NB,1,2020
cZqYgG,RB,0.5,2020
blGqYh,RB,1,2018
Vs0oHD,NB,1,2018
BytRnh,RB,1,2022
XBup4Q,RB,0.5,2021
3kLdJd,RB,1,2021
aNrUXX,RB,1,2020
ORxHYu,RB,0.5,2019
vyA2pr,RB,1,2020
kxOTGP,RB,1,2020
elkbUx,NB,1,2020
1JjlLA,RB,0.25,2021
tJ410m,RB,0.5,2019
G1Twue,NB,1,2022
aYut4C,RB,0.9166666666666666,2018
eXbSrW,RB,1,2021
CSdQZG,RB,0.9166666666666666,2021
iKwMo1,NB,1,2022
edlGZs,RB,0.75,2018
Euvo0o,NB,1,2020
utgBTp,RB,1,2021
cpL10a,NB,1,2018
rRhjwB,RB,0.5,2022
YJuoC2,NB,0.5,2020
wnCYuk,RB,0.5,2020
xDEmXV,RB,1,2021
x3KfDB,RB,0.5,2019
ISsQsO,NB,0.25,2019
tDYQZ2,RB,0.8333333333333334,2021
J3kQpG,NB,1,2018
SXuNxP,RB,0.5,2018
qMUHPA,RB,1,2021
ZWGPlv,NB,1,2020
Qzehph,RB,1,2021
nyqSIy,NB,0.5,2021
C0yBEM,RB,1,2022
fydHAG,NB,1,2020
qHTI0D,RB,0.5,2021
AFGHXc,NB,1,2022
VqhGyG,NB,1,2018
Te3bCw,NB,0.5,2019
AkOFyP,NB,1,2021
xXSd31,RB,1,2019
1QdAuu,RB,0.5,2021
YDMj4F,RB,0.5,2018
HiFfTz,RB,1,2022
4ok1Im,NB,1,2018
sHPTkI,RB,1,2018
RBjnpp,RB,1,2020
ohupQh,NB,0.5,2022
qzkmRc,RB,0.5,2022
hthqHD,RB,1,2021
LorTjc,RB,1,2018
JqWumk,RB,1,2022
2R2jA1,RB,0.9166666666666666,2022
hJaRlz,RB,1,2020
wuZFac,NB,1,2022
LUDf44,NB,1,2021
jdloVE,RB,0.25,2019
rHyqCt,RB,1,2022
W1OHI1,RB,1,2018
T2RQlc,RB,0.8333333333333334,2021
3qYgeV,RB,1,2018
zphBJF,NB,1,2020
popSe0,RB,0.5833333333333334,2019
hoAYIK,NB,0.5,2021
JjbtIv,RB,0.5,2022
UtlTd2,RB,1,2018
MjRFIa,RB,1,2022
fGs2yb,RB,1,2020
sLDnfE,RB,1,2019
JhVxgy,RB,1,2021
veNhJl,RB,1,2022
SCbrU1,RB,0.5,2019
anuf34,RB,0.5,2019
1hHlVt,RB,1,2020
GRV1kq,RB,1,2021
kYvduk,RB,1,2019
YB3awl,RB,1,2019
Hi3Qfh,RB,0.4166666666666667,2022
CKNSIX,NB,1,2020
yCbPKN,RB,1,2019
QRdZAB,RB,0.5,2019
adymrg,RB,1,2021
CR2GYM,RB,0.5,2022
RRSVJy,RB,1,2020
eNImRR,NB,1,2019
IrLaQb,NB,1,2019
Afhjwn,NB,0.5,2021
vKNCIH,RB,1,2020
sR3cxF,RB,1,2021
ka3gfi,RB,1,2019
PTnuOq,RB,1,2022
yo2VSi,RB,0.6666666666666666,2019
iQYPwn,NB,1,2022
MjaYPR,RB,1,2019
IRFNtK,RB,0.08333333333333333,2022
yXbGKN,NB,1,2018
tQNDIM,RB,1,2019
IAYZP2,RB,0.5,2020
ttjpz0,NB,1,2021
Z4hDYG,RB,1,2022
dGxOSV,RB,1,2021
AWRHyY,RB,1,2019
KCvNTD,RB,1,2022
VuU0JB,RB,1,2019
kjvWjv,NB,0.5,2019
3GlOXt,RB,1,2020
OQsvm2,RB,0.5,2019
KpsMO0,NB,0.5,2021
sk0wGU,RB,1,2021
T3aiq1,NB,1,2020
EnrRuo,RB,0.5,2019
4UUTid,RB,1,2021
KiKlRx,RB,0.5,2020
CjkJIQ,NB,1,2022
SSktKH,RB,0.5,2022
wJCyYW,RB,1,2019
J4dsRk,RB,0.5,2021
UAT1qf,NB,0.5,2020
WxEtBO,NB,0.25,2019
ivoI21,NB,0.5,2021
VwuY4W,RB,0.25,2020
1ApBz1,RB,1,2022
MVlgog,NB,0.5,2020
T4Mggi,NB,0.6666666666666666,2020
3AjRBJ,RB,1,2019
NZtEZy,NB,0.75,2022
QZxieO,RB,0.5,2018
oOBDtp,RB,0.5,2018
BBvNVe,RB,0.5,2021
wRTMsS,RB,0.5,2022
AtHSYO,NB,1,2018
JIwHPH,NB,0.5,2018
oRvURg,NB,1,2020
fFEWia,RB,0.25,2022
AXCBYj,RB,0.5,2019
ywIRH3,RB,1,2022
DPCYtP,RB,0.5,2021
L0LBjJ,NB,0.5,2018
UOcRHx,RB,1,2018
4t4PcP,RB,0.8333333333333334,2021
dLcLNj,NB,0.5,2022
N1UQvI,RB,0.5,2019
zx4GzD,RB,0.4166666666666667,2021
eHMnue,NB,1,2022
PRizQy,NB,1,2020
JhUaGe,RB,1,2022
KVQ1o2,RB,1,2022
dDYcgK,RB,1,2022
4SAbMN,NB,1,2021
arMEjJ,RB,1,2020
e1dqhk,RB,1,2019
NMGbSw,RB,1,2019
Yizhti,RB,0.5,2021
rbRHGO,RB,0.5,2021
I4HiYT,RB,1,2020
tnIF2c,NB,0.5,2018
mistmz,RB,0.75,2020
PYUz4M,RB,1,2021
jYtFDV,RB,1,2018
mviRH5,RB,0.16666666666666666,2020
VKVnJB,NB,0.5,2021
dnxlww,NB,0.4166666666666667,2018
E0SnoF,RB,1,2021
dTAvUw,NB,1,2022
K1Q1cP,RB,1,2018
NNNryh,RB,0.5,2022
T1ToFG,RB,1,2021
iLyd1d,RB,1,2022
VtnXzx,NB,0.5,2021
AYniuc,RB,1,2019
mv3lF0,NB,1,2020
jCzKmr,RB,1,2020
hgeXOp,RB,1,2022
vzwMZW,NB,1,2018
NwBuwk,NB,1,2020
lwFWjZ,NB,1,2019
KaZUge,RB,1,2021
kSIESq,RB,1,2022
NXJORx,RB,1,2018
wyKURK,RB,0.5,2022
DXn0MH,NB,0.5,2021
EE3sZS,RB,1,2021
gcFMhT,RB,0.5,2022
vNhxCo,RB,0.5,2020
sZxka0,RB,0.8333333333333334,2022
LKsZzV,NB,0.8333333333333334,2021
uGFMDE,NB,0.5,2021
IErUMx,NB,1,2021
UffvTA,RB,0.16666666666666666,2021
31RJCq,RB,1,2018
QsuMCP,RB,1,2018
pVSASU,RB,1,2019
3bMf3a,NB,0.5,2020
ZjszZi,RB,0.8333333333333334,2021
NbPC12,RB,1,2020
nR3knS,RB,0.5,2019
fJDf0C,RB,0.8333333333333334,2022
kngvtq,RB,0.3333333333333333,2020
TcdqkP,NB,1,2022
NTpqCc,RB,1,2020
eDcaAr,RB,0.5,2020
4EclBN,RB,1,2022
pzFTMR,NB,1,2019
qBywDs,RB,1,2021
QKqkaY,RB,1,2021
VxTaEb,NB,1,2019
VQxAWZ,RB,0.5,2021
OUgYfG,RB,1,2018
GXBvqk,RB,1,2018
XMtjxc,RB,1,2018
0e0p2B,NB,1,2020
C3YUhT,RB,0.5833333333333334,2018
QHw3Qq,RB,0.5,2021
xmpSEu,NB,1,2022
JUAxBc,RB,1,2021
xeJDhL,NB,1,2019
HldP3a,RB,0.5,2019
XtSjAv,NB,1,2021
QhiKWN,RB,0.5,2021
lJqmda,RB,1,2020
fVRyXO,RB,0.25,2022
21pkFN,RB,0.5,2019
gaCdul,RB,0.5,2020
noQdxw,NB,1,2021
XDywK2,RB,1,2021
pujHtw,RB,1,2021
q3NPtp,RB,1,2022
f0VOFl,NB,1,2020
yaPBb2,RB,1,2020
0zHvSc,NB,1,2022
0ty2Z4,RB,0.5,2020
iPQlPQ,RB,0.16666666666666666,2018
2BX1xE,RB,1,2021
YuNVvk,RB,0.5,2022
kOFVP2,RB,0.5,2020
j4ONam,NB,0.5,2019
HEhAuu,NB,1,2020
ax1yEv,NB,0.5,2018
GqUnN2,RB,1,2020
VsHWi4,NB,0.16666666666666666,2018
3WxR1v,RB,1,2021
giZHqY,RB,1,2020
gM2yKu,RB,0.5,2018
eeianH,RB,1,2021
U1TtUD,RB,0.5,2020
g4eJlb,RB,1,2020
KVfV0h,RB,1,2021
fSmwlA,RB,1,2019
q2yOQo,RB,0.5,2021
NxrcrL,RB,1,2021
0ycDTD,RB,1,2021
GdiVT4,RB,1,2019
KnDxoj,NB,0.5,2019
a0ODzn,RB,0.5,2021
Xjoa2N,RB,1,2022
dbKujO,RB,1,2021
eIF3si,NB,1,2022
ewj0TQ,RB,1,2019
tyJHCn,RB,1,2020
RQabFB,RB,0.5,2021
DngxO4,RB,1,2018
eydvq0,RB,1,2020
ePm4qA,RB,1,2022
LHLItS,RB,0.5,2022
FhuVig,NB,0.5,2020
wJgXWG,RB,1,2022
FsHZ4Z,NB,0.16666666666666666,2018
gXSxY1,RB,1,2021
hWQAix,NB,1,2019
qWS4QI,RB,1,2021
3JZVp2,RB,0.5,2020
sV2YaB,RB,0.5,2021
TKbP3Z,RB,1,2022
YPoVY0,RB,0.5,2022
PNsxRJ,RB,0.5,2022
bxETcB,RB,0.5,2019
3znlgw,RB,0.5,2022
efiGyY,RB,1,2022
YEwrZc,RB,0.5,2020
hnDwgo,RB,0.5,2021
twoUO0,RB,1,2021
v2CH3M,RB,0.5833333333333334,2022
pYTnp4,RB,1,2020
xkNhqw,NB,1,2021
4DaBDQ,RB,1,2022
cadw1w,RB,1,2021
Khcqqy,RB,0.5,2020
aPtJPg,NB,1,2019
4IiHuO,NB,1,2020
cubuLH,RB,1,2022
fkfDmQ,RB,0.16666666666666666,2022
2baFJO,RB,1,2021
QglP1Q,RB,1,2020
NyVabF,RB,0.5,2020
v2Vsac,RB,1,2019
t2DeVs,RB,0.5,2019
pqaNgS,NB,1,2022
tdwTaq,RB,1,2020
EQnH1y,RB,0.3333333333333333,2019
BaJOQz,RB,1,2019
QgoqGo,RB,1,2022
ECEQMs,NB,0.5,2021
WORwyx,RB,1,2019
O2TneA,RB,1,2022
KRFxaL,RB,1,2022
1anDrn,NB,0.75,2019
RAwJDg,RB,1,2019
0FjqHs,RB,1,2022
aQBSvp,RB,1,2021
q1pU2n,RB,1,2021
TCpsNy,NB,0.5,2021
KGPToh,NB,1,2022
dr4Nhb,NB,0.5,2021
KPvDAt,RB,0.5,2018
pataUL,RB,1,2018
qlHsWa,RB,0.5,2022
vpvoOM,RB,0.5,2018
lPPxyY,RB,1,2019
vGDbGB,RB,1,2019
HS2voh,RB,1,2019
yYUmCg,NB,1,2018
wKRfVz,NB,0.8333333333333334,2022
EydtKK,NB,0.5,2018
1UJA02,RB,1,2021
vYy0Us,NB,0.5,2019
ni2jXL,RB,1,2021
yFraje,RB,0.5,2020
LqMeAo,NB,0.5,2020
TgCr0g,RB,1,2022
Zyf0RH,NB,0.5,2020
cyjrJm,RB,1,2022
ZbpHdp,NB,0.8333333333333334,2020
pyrsST,RB,1,2020
xahxTS,RB,0.3333333333333333,2019
dJZyRx,NB,1,2020
1MfBMU,RB,0.25,2021
NRxVzV,RB,1,2021
tCNYRe,RB,1,2022
WFYeId,RB,1,2018
HRaaGF,RB,1,2019
a4cvay,RB,1,2019
n3ePZv,RB,1,2019
B0HbZl,RB,1,2018
HWkdWN,RB,1,2020
yIx4NG,NB,0.5,2022
KsowaH,RB,0.3333333333333333,2021
4L1PcA,RB,1,2019
je4H2R,RB,0.9166666666666666,2020
uiX0UF,RB,1,2020
xRRC1m,RB,1,2022
H3gUtW,NB,1,2022
MrRZ2Q,RB,0.5,2019
pRIv3T,NB,0.5,2019
CFbowd,RB,1,2020
buONYo,NB,1,2018
PPN4fG,RB,0.5,2019
EtHYci,RB,1,2021
tFJxaA,RB,0.5,2019
UFmfFE,RB,1,2019
poVLew,NB,1,2019
q4yy1B,RB,1,2019
cUsrtt,NB,0.5,2022
vQxTKn,RB,1,2020
QcnvQ3,RB,1,2022
O1j3Zh,RB,1,2022
GCHFJp,RB,1,2022
DZuGVc,RB,1,2022
kSnIOA,RB,1,2020
gtCmDH,NB,1,2021
RplvzL,RB,0.16666666666666666,2022
WZl1wk,NB,0.5,2020
gVZINk,RB,0.5,2021
HctAOb,NB,1,2019
YDwror,RB,0.5,2021
r4YCHM,NB,0.5,2022
babRiM,RB,0.5,2019
lBIAHj,RB,1,2021
ZBAuUi,NB,1,2020
buxE2m,NB,0.5,2021
VAz0Po,RB,1,2021
VTIHaN,RB,0.25,2021
tR0AnN,RB,1,2021
vPJUQf,RB,1,2020
DeMhtJ,RB,1,2022
gHhQIA,RB,1,2021
24Yvu4,NB,1,2022
z4FoUJ,RB,0.5,2021
DlWBAK,NB,1,2022
KfeNxK,NB,1,2018
kc2TWi,RB,0.5,2021
JFEwdf,NB,1,2020
ATDaCA,RB,0.5,2018
HPxQDh,NB,1,2019
aS2MPL,NB,1,2021
xbTTHB,RB,0.5,2022
YUwFl4,NB,1,2022
kSuggx,RB,1,2021
PL1tzG,RB,0.5,2022
dbnSYZ,RB,1,2022
1afrnI,NB,1,2018
udW0hE,RB,1,2021
rNU2Tf,RB,1,2021
rgGrxa,RB,0.5,2019
1UBGHb,RB,1,2018
qL3CDv,RB,1,2020
xCMSqK,RB,1,2022
htuGtj,NB,1,2018
AXngI4,RB,0.16666666666666666,2020
g4hRkQ,NB,1,2021
nBVQhm,RB,1,2018
zHiFj0,RB,1,2020
HTVNBQ,RB,0.5,2021
ltenr3,RB,0.5,2020
oxBiv2,RB,1,2019
zIa01E,NB,0.5,2019
o2RZtS,RB,0.5,2018
WnUFUO,RB,1,2019
ZqpcWD,RB,1,2022
AAKHl3,RB,1,2018
XRtoft,RB,0.5,2020
D43mDH,NB,0.16666666666666666,2018
oDibgf,RB,0.8333333333333334,2020
Nzmkg1,RB,1,2020
YRBOrt,RB,0.5,2021
RSSwec,RB,1,2019
vTFfFj,NB,1,2020
Pbr1TS,RB,1,2018
0iRVRh,NB,1,2021
NJ4rsx,RB,1,2020
xBdvKs,NB,0.5,2022
CqaqFP,NB,1,2020
PdWPfS,RB,1,2018
mhPPtC,RB,0.5,2020
EzZMfh,RB,0.16666666666666666,2021
a4NAKM,RB,1,2020
QBNsez,RB,0.3333333333333333,2022
AEbMpu,NB,0.5,2018
MgxQWH,RB,0.5,2019
ZpUH3f,RB,0.5,2018
XRTdFr,NB,1,2020
IuhZWP,RB,0.08333333333333333,2021
SeJFWx,RB,1,2020
TcTnTK,RB,1,2019
LbSHFK,NB,0.5,2022
f3J1BJ,RB,1,2021
hOtrCS,RB,1,2021
OwvgGe,NB,1,2019
DraXzy,NB,0.75,2018
D2pZ4L,NB,1,2021
PgaoPp,NB,0.75,2022
BcdWkv,RB,0.3333333333333333,2021
ZcpVyi,NB,1,2019
cRftae,RB,1,2022
Hstf3T,RB,1,2018
V2uyF1,RB,1,2019
4cHFzp,RB,0.25,2019
e4Sztd,NB,0.5,2021
dDUmvB,RB,1,2022
yJuVho,RB,0.8333333333333334,2020
EfANl4,RB,1,2021
ZrhTYT,RB,0.5,2022
DOSxtN,NB,0.08333333333333333,2020
N2eTbC,NB,1,2022
UexcXc,NB,1,2022
fLeUAu,RB,1,2019
3x0Tyq,RB,0.5,2022
QyUwD0,NB,1,2021
kQob2z,NB,0.5,2020
1Ad3rS,RB,0.5,2022
thzrpC,RB,0.5,2019
PusrcS,NB,1,2022
TaYNGz,RB,1,2019
dhXTRT,RB,0.5,2020
4tcAlh,NB,1,2020
PMv3RR,RB,0.9166666666666666,2022
jAmenM,NB,1,2022
jLWQrM,NB,0.5,2020
UKxG1I,RB,1,2021
UNgJrE,RB,0.5,2021
f10Y12,RB,1,2021
