id,age,gender,marital.status,yrs.licensed,region
UcqLac,44,F,Married,20,E
fYPGpt,24,F,Single,7,D
GT1VXr,42,F,Married,15,A
EQchcO,57,M,Single,38,F
pcVLzE,51,F,Divorced,28,G
TTsidn,39,F,Widowed,15,B
zCYih1,52,M,Married,19,E
KKoOMX,26,F,Single,10,E
CN01ih,56,F,Married,22,G
OVlU0r,55,F,Divorced,31,A
0ovCL1,68,M,Married,41,D
yRnjgL,42,M,Divorced,22,A
hmeewp,35,M,Married,12,A
VckInf,71,F,Married,50,C
crzt3H,64,M,Married,36,A
KnPzKq,42,F,Single,23,A
JHLVox,38,F,Married,12,A
DMwUSL,30,M,Single,11,B
aAlrT4,42,F,Married,23,G
HrNnfI,43,M,Divorced,24,D
JefspQ,46,F,Widowed,25,B
4XP3nb,42,M,Married,24,H
MXt0HN,60,F,Married,39,E
IWDNpk,53,F,Married,31,A
GCQAeY,48,F,Married,29,A
Xp3uOK,32,F,Single,10,D
sRriS0,61,F,Single,31,A
UCozrL,61,M,Divorced,37,A
THd0a1,78,F,Married,47,H
AJrfZA,28,M,Married,12,E
lnEH2N,26,F,Married,7,E
uRkXzQ,46,F,Widowed,26,B
mcgFFJ,35,F,Married,10,H
UzAwKC,57,F,Married,33,J
bHatmi,40,M,Widowed,19,B
sPxPWO,34,F,Single,15,G
Ideicu,61,F,Single,41,A
wC3AAO,44,M,Married,24,B
nzZdl0,58,M,Married,35,H
0psWob,47,M,Married,7,F
ehJob3,38,F,Single,21,A
0VAGZV,28,M,Single,10,C
VRRiNh,62,M,Divorced,34,C
0WHETO,42,F,Married,19,D
wjLFI3,28,M,Divorced,8,B
HdGK4G,37,F,Married,12,C
W0qFwE,26,F,Single,9,D
ODCP3b,50,M,Divorced,30,F
BopIgI,75,F,Married,42,B
RWHMJN,47,F,Divorced,25,A
elUxce,29,M,Single,7,A
aIUnWe,34,F,Married,15,E
n3CYA3,53,M,Married,32,A
Cytc41,40,F,Married,20,A
iVjMcG,49,M,Divorced,26,D
y0nGyD,45,F,Married,25,C
vpEchr,62,F,Single,42,E
bHCyd0,62,F,Married,32,G
snxU4W,73,M,Married,49,G
Q3Khjb,77,F,Married,51,F
VzljRa,27,F,Widowed,7,G
Y0rbYi,33,M,Single,9,A
GPnyjr,56,F,Married,27,D
JCHxLv,44,F,Married,23,G
WFIhFE,71,F,Divorced,45,I
qGtbuj,68,F,Married,33,H
0mqBkL,72,F,Single,51,G
4cpa3v,65,F,Divorced,40,D
vTtgIR,26,M,Single,9,A
vtLlmz,49,M,Single,29,C
dktQxi,34,M,Single,5,I
jkIN1x,36,F,Married,11,A
P1qbjb,61,F,Married,26,G
tWLLeN,29,M,Single,9,I
RPVvhm,32,F,Single,8,H
0kkBOq,74,F,Married,53,B
yrcUTN,57,F,Married,34,G
fwuhol,60,M,Married,37,D
elYmCX,31,M,Single,11,C
YgJec3,56,M,Widowed,33,E
Vj1Vwp,74,F,Married,51,D
YcCBTv,39,M,Married,11,B
FQF0FJ,41,F,Married,16,F
FmmXRS,42,F,Married,18,C
LMOqeG,32,M,Married,11,A
TZTTPE,51,F,Single,33,E
Wh1hhs,50,F,Single,16,A
V3bjCT,60,M,Married,26,A
kTcLtr,19,M,Married,1,C
MSHPbO,39,F,Single,20,C
CLSbeD,24,F,Single,5,F
vqSxDU,39,F,Married,18,A
SNbCVl,56,F,Single,29,B
sbJyln,30,F,Separated,12,B
0CUHlz,38,F,Single,19,A
blrPWm,48,M,Married,26,G
CRrcR3,30,M,Widowed,12,D
GGBfWs,28,F,Single,9,A
t1fZVu,51,F,Separated,27,C
OfTdkH,51,F,Married,19,A
iH1sBG,71,M,Married,49,H
af0dXP,35,F,Married,14,G
sL1k4P,67,F,Married,46,C
3Aio1w,23,F,Single,3,H
axKKpl,50,M,Married,31,H
WWdLpz,25,M,Divorced,6,H
LJRYHN,49,F,Married,28,A
3crOHe,33,F,Married,15,B
bR0nSw,36,f,Married,17,G
mDiY1q,26,F,Single,9,F
c1IxsD,50,M,Married,26,A
ti2cz0,41,F,Single,11,I
XTCOqa,50,F,Widowed,31,A
HyFrfV,45,M,Single,22,G
CzjI4p,62,F,Single,39,F
CcRHcE,59,M,Married,38,B
CjzGrt,59,F,Married,32,G
BT0CKT,44,F,Single,16,B
mN2HRQ,54,F,Married,24,A
uXBgVR,33,F,Single,9,A
bqeluO,53,M,Divorced,26,H
aVsHAy,26,F,Single,8,G
eMTTLj,68,M,Married,30,H
o2i3ZU,63,F,Widowed,23,D
1JjXXV,45,M,Single,18,F
BQYCqF,75,F,Married,53,A
n2JYYy,45,M,Married,25,D
oRlMNC,27,F,Married,8,C
M3lTbv,19,M,Single,2,I
2Vqnsk,52,F,Single,30,A
WTJnJh,27,M,Married,6,D
U4i1wg,48,F,Married,11,C
sVcKwD,20,F,Single,3,E
bnlMgD,45,F,Divorced,27,I
bbjZXA,45,F,Married,15,A
cixhnC,32,F,Single,13,F
sqizxU,26,F,Single,6,F
LghK3M,36,F,Married,8,G
ckUXMq,21,M,Single,3,G
wGIZmQ,32,F,Single,10,H
fmSuDb,42,M,Married,18,D
o2ogXn,37,F,Married,12,F
Rb4IsX,28,M,Married,11,D
lMeSwi,66,F,Married,39,D
QqsvXi,22,M,Single,5,A
r2B0t4,40,M,Single,12,A
qyVBAc,64,F,Widowed,34,C
XILvwJ,52,F,Divorced,30,F
rIInRz,48,F,Married,21,F
DgxDfl,19,F,Married,3,I
jPghor,46,F,Divorced,29,A
LXtJxq,60,M,Married,41,B
ksJEhi,45,F,Divorced,23,G
0oUEoM,60,M,Married,36,I
QQVjRE,58,F,Widowed,26,C
QzEA2O,42,F,Single,19,D
bnBsjt,45,M,Widowed,14,A
PakxSb,66,F,Widowed,47,C
GxoGDF,23,M,Single,6,E
AcUDCL,37,F,Married,15,F
snSesx,38,F,Married,17,A
TTvyNh,51,F,Married,22,G
Skoj4P,63,F,Divorced,43,E
LYpURj,55,M,Married,34,E
jEqmA3,28,M,Married,11,B
chTAcb,28,M,Divorced,9,A
gHuIPA,54,F,Married,33,A
1BYiTS,52,F,Married,34,G
pCjxuN,25,M,Single,6,G
yXSDrZ,19,M,Married,2,A
UweLMy,39,F,Married,20,F
Vbx4Vk,41,M,Married,20,B
wyfYsj,30,M,Married,12,E
UyTXh0,41,M,Married,22,A
ppc1qv,32,F,Divorced,13,B
gUuQV4,45,F,Married,24,B
otsB0F,39,M,Single,22,H
iDZG1A,54,M,Married,36,B
4mADzH,20,F,Single,1,D
LBrPid,61,M,Widowed,39,D
Upljl2,25,M,Single,7,E
OUCvvb,45,F,Married,20,F
C0lC1n,37,F,Divorced,17,H
yb2sXx,22,M,Married,4,B
JXEjuE,26,M,Single,9,A
HSMrsU,30,M,Single,11,A
ZJzmo3,24,M,Single,5,L
D4QwPI,66,M,Married,47,B
qLXxYK,39,F,Single,20,H
cJNxSy,48,F,Single,25,A
pdZnHe,55,F,Single,31,D
mRTWyq,26,F,Single,6,K
l3BOjY,28,M,Married,7,G
LELBuY,29,F,Married,8,H
yJxlWe,41,M,Married,22,B
TWiyQM,33,F,Single,11,A
soQTVn,37,M,Married,18,G
eGZpVU,31,F,Single,7,B
XgV4oO,41,M,Divorced,19,B
FEXdbZ,27,M,Divorced,8,B
SBiyDt,61,F,Married,42,H
OGHreD,60,F,Married,27,D
Co3Xtn,74,M,Single,53,H
zhd0DN,46,M,Married,23,C
qoguTw,55,F,Married,26,H
GVEqpG,30,M,Married,7,A
selRrL,27,F,Single,5,H
VPZtuT,25,M,Married,5,A
z3tlbW,28,M,Married,11,A
CceuKW,27,M,Divorced,8,B
wGQgRB,25,M,Single,8,D
CwTWMk,46,M,Single,14,E
NpgQQl,45,M,Married,12,B
NoetTm,47,M,Married,30,A
sWRQ1G,43,M,Married,23,A
rW1upj,36,M,Married,16,L
ubEkxZ,37,F,Single,13,C
tLoFxH,56,M,Widowed,32,F
MwWMQP,33,F,Married,14,B
GgkjFc,28,M,Married,9,E
DpjqwY,30,M,Married,10,A
euwJri,23,M,Single,5,G
pFEMht,42,F,Widowed,25,A
lRJbtQ,63,F,Married,30,B
IDz4LU,53,F,Married,30,H
jIsncm,31,F,Widowed,12,H
CYNjpN,25,M,Divorced,5,D
wrYsyA,63,M,Married,40,A
hrubih,26,M,Married,7,A
gTmjuw,68,F,Divorced,48,A
KuJHEr,21,M,Single,3,D
i03qZM,46,M,Married,14,D
aVrNUn,36,F,Single,15,A
iwWEzf,47,M,Divorced,26,F
fStESv,55,M,Divorced,23,A
CvZgtY,68,F,Married,45,F
SnEmqm,29,M,Single,10,H
M4TRqG,26,F,Married,8,E
jkppem,28,F,Single,9,G
Bz2EaW,63,M,Widowed,36,A
roRJQB,22,F,Single,5,B
HaNacP,61,M,Widowed,33,D
G0XTHU,54,M,Divorced,19,I
Sbr1PL,25,M,Married,9,B
CrYKCR,74,F,Married,49,E
ZikjWT,54,M,Married,24,A
tiJKqi,23,F,Single,5,E
VfyAap,67,M,Married,35,A
wjgLWP,50,M,Married,30,H
QU3rjK,40,M,Single,21,A
jJVqar,50,M,Married,28,F
WEtjtG,87,F,Married,67,D
muXHsr,24,M,Single,7,F
B4EWSF,47,M,Married,21,I
TdcEqP,63,M,Married,39,C
vrEDfO,28,M,Single,11,H
ghNcXR,35,F,Single,9,A
jZsoGC,22,M,Divorced,6,G
OmenOf,46,F,Married,9,H
OuIyoa,32,F,Single,8,A
HfFFQ4,23,F,Married,5,C
4yygyE,31,F,Married,10,H
ASh4MK,39,M,Married,11,J
DuRVdJ,47,M,Divorced,17,E
PTcl0G,31,F,Single,12,D
xW0HDC,40,F,Married,18,H
DqnhfY,49,F,Widowed,22,F
eIoZeD,39,M,Married,19,D
IrYTNg,36,M,Married,18,E
aKE1oU,53,F,Married,27,A
pUgup0,32,M,Single,13,G
bLQflu,35,F,Separated,13,B
NpbBE4,37,M,Married,13,F
0d1VyM,56,F,Married,28,G
ebtz0a,51,M,Married,18,H
PaeUC0,49,M,Widowed,19,A
vVOeIh,20,M,Single,3,E
AesmRu,47,M,Married,26,G
QVN2Xt,20,F,Single,3,B
HoS20U,42,M,Widowed,8,I
TAmxCd,25,f,Divorce,5,F
oBAN12,30,F,Single,12,H
Bsahy4,71,M,Married,48,H
uFlcAR,42,F,Widowed,20,G
M0Zv4e,36,F,Married,17,J
fQdVwH,68,F,Single,45,A
exQGZz,18,F,Single,1,D
uZsnNh,45,F,Married,13,C
DehvtS,30,M,Married,6,G
Zsibli,51,M,Married,24,A
AHzIC2,40,M,Married,17,C
CAeGn2,39,M,Married,20,H
iMsvSF,49,M,Married,19,A
qmSa4p,34,F,Married,13,E
CerjFN,61,F,Widowed,31,A
suyKmA,21,M,Single,4,A
Fq3Af4,25,M,Single,8,A
SoBNdQ,46,M,Widowed,7,B
eg4g2z,23,M,Single,7,A
0Vwebp,39,F,Widowed,19,B
3apWbG,28,M,Single,10,H
bPRyfA,83,M,Widowed,63,D
4GFJQv,37,M,Single,10,B
rmcPJa,17,M,Single,0,G
SCLoTS,52,F,Widowed,24,B
dXop3P,44,M,Widowed,23,D
ymSqEE,35,M,Single,13,C
ZZHZRF,20,M,Single,3,G
bQPFqi,22,M,Single,3,B
IPAQd2,42,F,Single,14,B
rtstEu,58,F,Divorced,25,A
kQI2gK,44,F,Married,9,A
Gvo1mo,39,M,Married,17,I
JDU3sI,26,F,Single,8,F
Efcgqt,33,F,Single,15,A
HNTOf2,28,F,Single,10,B
TzIJzM,55,M,Single,31,F
tfUezw,20,M,Single,3,A
t3uWSr,30,F,Single,7,C
lNZVuf,60,F,Divorced,35,A
epaEel,30,F,Widowed,10,L
y3nMeP,31,F,Married,11,A
OCtG3z,25,F,Divorced,7,A
musIFl,40,M,Married,16,C
cUTGPr,71,F,Married,45,A
euwXKZ,28,M,Single,8,F
hVLyAN,41,F,Widowed,21,D
wKQe1F,78,F,Married,37,B
0hxZlB,48,F,Married,25,A
rT3po2,23,F,Single,4,E
U01k4s,67,F,Single,45,D
ffRapC,24,F,Single,7,C
UkD4lc,28,M,Married,11,E
vhPW46,56,M,Winowed,21,C
CywCNZ,53,F,Married,33,E
3tqxpj,45,M,Married,16,F
XYuZb2,34,F,Married,16,G
1UeNWy,52,M,Married,27,E
eQ2Sln,48,M,Married,17,A
JzD4vr,20,F,Single,2,G
EhAspp,20,M,Single,3,A
Vsf2tf,42,F,Divorced,23,A
zzjJO2,69,M,Divorced,41,D
iE0Mfm,26,F,Married,6,E
EfyUCo,22,F,Single,2,A
E4WmG2,48,M,Married,26,B
rUCHqz,58,M,Widowed,35,G
spjRcA,62,F,Separated,37,F
hayby2,28,F,Married,9,G
eBj4xc,29,M,Single,11,D
uKfh2m,43,M,Married,23,D
XKeUdr,76,F,Married,56,B
gye1FC,25,F,Single,3,D
pJQnTh,18,m,Singlr,1,F
ifCrfz,46,F,Single,20,N
QeBVIa,41,F,Married,17,B
3tBAe0,33,M,Single,14,E
jQXXwI,53,M,Divorced,33,E
KFjNqj,59,M,Divorced,36,J
1ILKFU,37,F,Single,20,A
wdD0C3,43,F,Married,25,G
WFEtil,23,M,Single,7,A
0GrtYs,24,M,Single,7,H
MNyWIR,31,F,Single,12,A
cAhMyX,27,M,Married,9,B
oeqQlD,79,M,Divorced,43,B
YRctZY,22,M,Single,5,G
GfWBwO,55,F,Single,31,F
oqDO0j,38,M,Married,21,G
IUxoJx,26,F,Single,7,A
wITzDw,66,F,Widowed,42,H
G0TQqK,58,F,Married,31,A
Dxp3HV,44,F,Married,13,G
oBjwoa,37,M,Married,14,D
PMzfVB,63,M,Married,29,E
SoEaea,22,F,Single,4,B
M0ngJy,37,F,Married,15,F
DZdTQB,20,m,Singlr,3,A
UsDHVB,66,F,Widowed,41,C
KNxDNT,52,M,Married,19,E
OUGknf,33,M,Married,13,G
eYspfn,26,F,Divorced,7,C
OnDhHA,74,F,Married,45,A
J3wtLq,45,M,Married,25,J
lKA4Rp,23,F,Single,7,C
LC3DUt,33,M,Married,13,H
TtX3bR,47,M,Widowed,22,A
YfoTsF,30,F,Widowed,11,A
NnVcav,46,F,Single,25,H
d0RWtl,68,M,Married,38,A
EdmlBl,44,M,Married,15,A
PDUOCT,62,F,Married,43,A
BmAmMt,41,M,Widowed,16,B
4AnLlZ,77,M,Divorced,50,G
AjMmkl,34,F,Separated,13,C
L3AFSF,33,F,Married,12,F
AKeaKi,43,M,Married,25,H
2dCZA3,38,M,Married,15,A
s2gNQ0,49,M,Single,25,K
Xwhfg4,29,M,Single,10,K
MVRMbd,55,M,Single,26,B
Ndobvn,66,M,Married,29,E
wfy1un,39,F,Divorced,12,H
VenpId,56,F,Married,20,D
ZhKZRV,69,M,Married,48,A
qFnHIc,34,M,Married,10,H
IupmLg,88,M,Married,63,H
uXrjXG,34,F,Single,15,A
Yg2qRc,40,M,Single,20,J
qP3Ov4,44,M,Widowed,9,C
HYaRHI,50,F,Divorced,16,F
zJISXD,44,F,Married,21,D
Ym0e20,27,F,Single,10,H
FYvtsW,53,F,Married,30,A
3UvCzB,56,F,Married,25,C
ilWHfP,19,F,Single,2,E
yHIBjV,48,M,Married,28,J
30cf0W,71,F,Married,46,J
MsBckH,61,M,Divorced,39,H
bCvzX2,62,M,Married,23,A
qKfTZo,59,F,Single,32,A
wxyWuP,36,F,Single,15,C
OLIcTC,22,M,Single,3,E
JNapEA,33,M,Single,10,A
XRc0mc,30,M,Single,9,A
ozsvej,35,F,Married,11,L
jnwA0m,82,M,Married,60,F
wyagDc,67,M,Married,43,A
w1cpKh,53,M,Single,28,A
oEcKlh,22,F,Single,5,B
X1CL2k,52,M,Divorced,35,C
PgJRaO,61,F,Married,32,A
4FdFHZ,29,F,Single,4,A
By3HcT,19,F,Single,2,B
QIhbhR,41,F,Married,19,D
lVkXAi,45,M,Married,22,B
rzAGy6,22,f,Singlr,3,B
Z2XUBA,45,F,Single,28,A
G0j3Zx,34,M,Single,8,B
ezc1qy,85,M,Single,65,D
PNesDe,25,F,Single,5,E
vW1eFL,27,F,Single,6,A
qsBXuk,30,F,Married,10,C
nLk0d1,54,M,Married,31,J
Ml2fJs,28,M,Single,7,F
tBeGSy,74,F,Divorced,47,F
FCeepN,37,M,Divorced,15,A
V0nwjl,60,M,Single,36,B
JPwfdd,36,M,Married,19,E
RZGgOe,27,F,Married,7,D
RLsWcS,61,M,Single,40,C
t2AbMP,68,M,Married,46,E
Mbjifb,19,M,Single,3,K
hqjVce,33,M,Single,14,H
bEtAXg,60,M,Single,37,B
uZdhto,66,F,Married,47,A
SDKrJY,26,F,Single,9,D
KM4RpV,61,M,Married,33,A
4JeTbS,84,M,Single,60,C
GkYfWH,65,F,Married,39,F
y4sSHV,48,M,Single,28,E
a1BSlX,53,F,Single,17,H
vUSjj2,65,F,Married,42,H
NFBfti,21,M,Single,5,B
IOxNIc,65,M,Married,30,A
mHsgYA,28,M,Single,8,F
liF1UD,61,M,Single,23,E
HBuTDw,25,F,Single,6,B
LTqZoq,60,F,Married,38,C
e02fMj,17,F,Single,1,F
pk1tZe,62,F,Married,42,A
CRQ2yA,64,F,Single,33,A
j2monI,71,F,Divorced,50,G
tm2Plx,33,M,Married,10,H
VhSQQA,59,F,Single,26,A
CtbWHc,41,M,Married,20,H
P1aINH,56,F,Divorced,31,F
r42EaI,50,M,Married,28,G
ocpqa4,20,F,Single,3,A
OaxMxa,27,F,Single,10,H
rHjMeo,19,F,Single,3,F
1MSqKJ,18,M,Single,1,D
Sgp4hY,56,F,Single,32,D
DpRRsU,28,F,Separated,7,B
EJbNPW,60,F,Married,35,H
rdvkHh,28,M,Married,10,A
McFVLg,54,F,Divorced,31,L
xZeCEH,77,M,Married,52,F
LkazAJ,56,F,Divorced,21,D
XWHalC,18,F,Single,2,H
aD3yhc,55,M,Divorced,27,A
EnRjgj,67,F,Divorced,38,B
b0pkFk,53,M,Married,21,A
FxoCrs,58,M,Single,28,A
MWvsOs,51,F,Married,32,I
ohexnz,49,F,Married,17,B
WfwU3q,52,M,Married,28,D
Fmyqhn,69,F,Married,48,A
AQocZL,32,F,Separated,12,F
13zeWX,28,M,Divorced,7,C
FrmKCA,21,M,Single,4,A
CoMSIC,33,M,Separated,16,D
ExnMhA,22,M,Single,4,B
mLTrAU,55,M,Married,35,I
3pu4Dg,25,F,Married,5,A
aCCkgt,36,M,Married,13,B
b3g4KL,28,M,Married,4,B
UPdYCe,28,F,Single,7,H
GWAcBc,54,M,Married,15,D
CMvdR0,57,F,Married,30,G
J1nXXh,44,M,Married,21,E
klxstF,31,F,Single,9,I
etFQgG,53,F,Married,23,G
HKpwtA,28,F,Widowed,7,A
3TWdaX,40,M,Married,15,A
bCrIit,36,F,Married,13,I
NlbNzA,36,F,Married,18,D
pGckWG,51,M,Divorced,27,E
rHwock,45,F,Married,20,A
KmJvPA,42,F,Married,15,E
RVEVEE,62,M,Married,39,E
nsXi2A,37,M,Single,16,H
Oa31Ll,59,F,Married,35,M
iY1nOn,29,F,Divorced,9,I
FGSf1v,19,M,Single,2,F
rGgYbj,51,F,Married,23,C
PPDwyn,43,F,Married,16,D
D0viSj,86,M,Married,65,F
fYhCTf,45,M,Married,24,A
aN3rne,20,M,Single,3,D
RAViRN,23,F,Single,6,A
dLvWu4,35,F,Married,12,I
B1XEH1,41,F,Married,17,C
M3xFth,25,M,Married,6,B
HLItml,55,M,Married,25,H
ds3Ov1,21,F,Single,3,D
bjvhxe,64,M,Widowed,44,F
dkDyTy,47,M,Widowed,22,K
DzaBgG,45,F,Married,27,J
mKzLO1,64,M,Married,32,F
1tK0M2,34,F,Widowed,17,C
dzfAez,55,F,Divorced,24,E
tlkaNN,68,M,Married,38,B
hASpQB,43,F,Single,24,E
3H4zGl,41,F,Single,17,A
pSbWjZ,47,M,Single,4,J
ADLbtP,26,M,Married,5,A
4BXUYJ,36,M,Widowed,14,A
VG2KoI,32,F,Single,15,B
cJfdrY,30,M,Divorced,10,K
qiAPkz,53,F,Married,33,C
uTT3ZX,47,F,Divorced,29,I
kRkRxO,39,F,Single,14,D
vdFTyI,34,M,Married,16,G
Blud1w,25,F,Single,8,D
e2EDko,30,F,Single,9,A
IdrgiE,47,NA,Married,29,B
LztiYh,66,F,Married,38,A
hIXNys,41,F,Married,22,B
vBDyGy,36,F,Married,15,D
CKGNub,29,M,Single,7,D
iHZBLM,45,M,Married,14,K
wvwWmy,30,F,Married,10,A
znYTqf,68,F,Divorced,46,B
KgTPVd,54,M,Married,30,B
3LzDqa,38,F,Single,18,B
24X2yi,65,F,Married,42,B
uZZSmC,61,F,Married,25,E
3VGtjB,49,F,Married,31,G
vYvsgn,46,F,Divorced,24,G
KCDki3,38,M,Divorced,9,A
4STKky,35,M,Single,18,A
NVPgDE,24,F,Single,6,A
wmMLeH,37,F,Married,21,D
rkJPbf,39,F,Divorced,20,C
DPe4wg,33,F,Single,11,G
cKTxWc,24,M,Single,7,D
aqgajW,34,M,Single,13,A
hSaFkL,82,M,Married,56,B
dtiDaQ,27,F,Married,8,A
KbPxvY,32,F,Divorced,16,A
eUPnVD,34,F,Divorced,12,F
jcPBWn,38,M,Single,12,G
vgF3GV,60,M,Single,36,E
tHZBrt,21,M,Single,3,A
24MyVv,24,F,Single,6,E
FSxJih,64,F,Married,42,D
1fxpCM,31,F,Single,11,C
4Ux1Bi,41,M,Married,19,F
Nh1Efo,49,F,Married,26,D
jZPGz0,41,M,Married,23,I
0Vyiwx,33,M,Married,12,G
CKGOVN,48,F,Married,25,F
rnbHgN,22,M,Single,3,E
rnjTwy,44,F,Single,9,A
Fprp43,47,F,Married,24,H
MAaohx,45,M,Married,26,J
EoxBfE,35,F,Single,16,G
tGUUHM,35,F,Married,18,A
c0fsOE,30,M,Separated,6,A
2XhHzr,50,F,Single,26,E
VQUcVi,45,F,Married,23,C
BOikUn,54,M,Single,24,E
fUrVLo,46,M,Single,12,I
PKR0Pu,72,M,Divorced,43,A
EfYX1b,39,F,Single,21,A
igk2sU,35,F,Single,6,C
IHblGk,38,M,Single,13,E
l0MGJP,58,M,Single,36,B
oFumeC,30,F,Married,11,A
s3oJcM,30,M,Single,10,F
AVldMe,49,M,Married,22,D
iOQ3VD,42,F,Single,20,E
pxNy4Z,38,F,Widowed,16,B
1wLBXZ,57,M,Married,25,A
wFufCv,49,F,Married,22,C
VXtCHz,52,F,Married,30,A
RFh4DM,56,M,Married,36,D
yTjWNV,58,M,Single,29,F
fsttum,37,M,Single,18,E
bymJEi,38,F,Single,19,G
IUrvg0,40,F,Single,20,D
zRcHcO,51,F,Married,29,E
XXvPKy,39,F,Single,13,G
pbo00l,55,M,Separated,35,A
I3uCcT,22,M,Single,5,A
FetvWQ,26,M,Single,7,C
AmAvrI,36,M,Married,18,H
PPPfSL,60,F,Married,29,H
zuUHkN,59,F,Married,40,C
am0fgU,38,F,Widowed,13,C
vzXpLI,49,F,Married,23,H
JQh4Yb,27,M,Divorced,8,D
1nBU3v,31,M,Widowed,11,G
l3gFmc,51,F,Married,34,B
T4Ksht,57,F,Married,32,F
iQAbCD,62,F,Single,34,A
Sr2Nwz,61,F,Married,37,C
wKszYY,47,M,Married,30,F
YuFqaY,58,M,Married,35,C
kjYlOS,34,M,Married,16,A
vOjeCl,70,M,Married,43,F
dGWHnl,34,M,Married,12,B
qCMtqs,54,M,Married,25,F
jtrhic,56,F,Married,35,D
O1s2ma,37,F,Married,19,D
Cdsw4L,73,M,Married,55,A
SwUsHs,20,M,Married,4,G
VrROEO,20,F,Single,4,B
JMPGRr,58,M,Divorced,37,A
LkuvSd,43,M,Married,19,B
Pvdl2c,57,M,Married,39,A
c3VzBF,47,m,Married,26,K
AoZbWY,58,M,Single,40,D
ISwgoI,32,F,Married,11,D
1x4kGW,37,M,Married,14,A
rwYjkA,32,M,Married,10,D
c1Cpl2,25,M,Divorced,5,B
yhcEs4,44,M,Single,18,D
TzLzxO,67,M,Single,48,C
LzmjgV,60,M,Widowed,38,D
wSRysT,43,M,Married,20,C
b0N02x,43,F,Married,22,E
SZLKHy,39,M,Single,16,A
VLpMUG,47,F,Divorced,24,E
zOMwMS,39,M,Single,17,A
AvveHS,51,F,Married,14,E
hKHGcs,52,M,Married,34,E
hEKqzy,45,M,Married,21,M
jxVfDI,52,M,Married,29,L
GuUvDu,52,M,Married,29,B
GtrxtN,65,F,Married,43,C
GRHNMa,23,F,Single,5,A
jAr4yK,22,F,Single,3,F
OoBIgx,29,M,Single,7,G
VTYCmO,72,M,Married,53,A
yF2mgN,55,M,Married,26,F
Hm3xWR,41,M,Divorced,14,A
Fz2UFI,57,F,Married,24,L
hfuhjQ,54,F,Married,32,D
urnvpF,47,M,Married,29,K
XIgGsm,48,M,Married,23,J
KKrsPA,31,F,Married,9,F
UgLpmc,41,M,Married,22,B
NOjBcu,62,M,Married,37,E
WUOeRY,62,M,Widowed,35,I
GuZKKW,24,F,Single,6,B
UQfWJI,41,F,Single,21,D
pAItL0,23,F,Single,6,A
UD1Xze,45,M,Married,25,E
XtUjvB,28,M,Married,8,K
J0TIby,53,M,Divorced,14,A
t4ma0X,61,F,Married,37,B
sCGtBT,41,M,Single,16,C
eCbXLN,60,M,Married,38,B
rtEEYB,41,M,Married,17,D
DupjOq,46,M,Married,26,E
0WYmzL,75,M,Single,44,H
YTODiJ,57,M,Married,34,C
YnMXLo,47,F,Married,15,A
tI1rJV,22,M,Single,4,A
YhbouF,32,F,Single,15,D
UqDsEb,43,M,Single,25,E
CtIFRS,25,F,Married,7,G
fkAtwf,20,M,Single,3,J
YruLsF,43,F,Married,22,D
qfFrxY,36,F,Married,13,B
pqAZHj,31,m,Singlr,13,B
DGsuni,38,M,Divorced,14,A
ZucwLX,49,M,Separated,19,E
aKU1TW,37,F,Single,18,C
x1DNPr,33,M,Single,11,E
usCOjW,62,F,Widowed,35,D
2DQOx0,26,F,Married,5,B
d4qhQ1,38,F,Single,17,G
HtpNDs,47,F,Single,28,F
FLOYdS,63,F,Married,45,D
V0pECh,23,M,Single,5,C
kBMqJe,45,F,Married,26,C
UOgBDp,58,M,Single,37,D
BldGTx,66,M,Married,48,E
pSqLYc,49,M,Single,20,D
afGgqm,28,F,Married,9,B
WiBJmD,43,F,Divorced,24,C
nz2Oxz,57,F,Married,25,C
Xv3rQk,34,F,Single,11,C
NhxR3G,28,F,Married,11,E
QIY0nq,29,M,Single,9,D
PwhIWH,56,M,Married,36,A
YnTDdZ,37,F,Single,5,C
xmctuP,36,F,Divorced,19,A
HUDBYl,41,M,Married,7,E
gfqUN0,63,F,Married,39,K
zz1O04,39,M,Married,14,A
DG2ekg,55,M,Married,23,H
FzkCeT,30,M,Single,14,D
xDLybX,21,F,Single,4,C
rZ0swJ,39,M,Single,5,A
PtHsBC,32,F,Married,13,A
f0daWS,65,F,Single,41,B
heFVGl,37,F,Single,17,F
xTTabL,48,M,Married,22,J
RH1kXv,54,F,Married,32,A
R4x3XF,45,M,Married,22,F
PmXTZ2,29,M,Married,11,B
Fvqnbh,66,M,Widowed,37,H
VwGKMW,42,M,Married,22,C
xlyrFO,59,M,Single,29,L
BpNPYN,54,F,Single,31,B
wAtotd,23,M,Single,3,E
Z0crNl,NA,m,Divorced,5,H
0ZYwQI,69,F,Married,45,E
4LnFwg,56,F,Married,29,D
VFKTbg,20,M,Single,3,K
srLD4K,30,F,Single,6,G
qZzSUL,33,M,Married,15,G
lARqSj,56,F,Married,28,K
bLJWRa,83,F,Single,63,B
YfqWks,31,F,Married,14,C
GgIobt,65,M,Divorced,46,B
VN4sjm,33,M,Married,12,D
Fsitza,40,F,Married,19,A
YYMkFE,61,M,Widowed,23,H
ALuGlc,45,F,Widowed,25,A
YbiNHx,79,M,Single,57,H
HZdGAu,38,F,Single,18,C
bSO0ac,49,F,Married,22,C
